SA_CodeSANDRE;SA_CodeCAS;SA_Libelle;SA_Statut;SA_Usage_principal;SA_NQECMA;SA_NQEMA;SA_PNEC;SA_DT50;SA_Koc;SA_Gus;SA_Classification;SA_Biocide;SA_RgSiris2018;SA_Solubilite_mgl;SA_HydrolysePH7;SA_DU2015;SA_DU2017;UsageAgricole;Source;MaJ
1308;33089-61-1;Amitraze;non autorisé;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1310;101007-06-1;Acrinathrine;non autorisé;Insecticides;;;0.0087;;;-2.226183807;Autre;;50;0.01;stable;0.061415;0.027391909;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1329;22781-23-3;Bendiocarbe;non autorisé;Insecticides;;;;;;0.851637501;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1333;16118-49-3;Carbétamide;;Herbicides;;;34;24;89;2.830274965;Autre;;38;3300;inst;2.19162;2.188591496;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1336;1967-16-4;Chlorbufame;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1341;2675-77-6;Chloronèbe;non autorisé;Fongicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1353;64902-72-3;Chlorsulfuron;;Herbicides;;;0.035;60;35;4.367018478;N Organique;;;;;0.0052;0.0052;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1359;121552-61-2;Cyprodinil;;Fongicides;;;0.026;;;1.269701884;Autre;;;;;0.676303;0.677375845;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1360;1085-98-9;Dichlofluanide;non autorisé;Fongicides;;;;;;0.577139112;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1402;87130-20-9;Diéthofencarbe;non autorisé;Fongicides;;;;;;1.087566016;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1403;110488-70-5;Diméthomorphe;;Fongicides;;;5.6;42;408;2.255244904;N Organique;;10;290;TS;0.211795;0.216260196;fongicide légumes;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1404;79241-46-6;Fluazifop-P-butyl;non autorisé;Herbicides;;;5.3;;;0.302517305;N Organique;;50;1.1;TS;0.004169;0.005469866;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1405;79983-71-4;Hexaconazole;non autorisé;Fongicides;;;0.658;;;2.312116995;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1406;2164.08.1;Lénacile;;Herbicides;;;0.243;;;4.249008435;N Organique;;47;2.9;stable;0.180464;0.18226709;désherbant lin et épinard;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1407;17804-35-2;Bénomyl;non autorisé;Fongicides;;;;;;1.317049876;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1414;23950-58-5;Propyzamide;;Herbicides;;;8;56;840;1.880562073;N Organique;;32;9;TS;1.20461;0.75419797;Désherbant légumes;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1432;53112-28-0;Pyriméthanil;;Fongicides;;;2;34;360;2.210992283;Autre;;30;121;TS;0.761407;0.647692735;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1454;75-07-0;Ethanal;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1463;63-25-2;Carbaryl;non autorisé;Insecticides;;;;26;417;1.952470706;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1464;470-90-6;Chlorfenvinphos;non autorisé;Insecticides;0.3;0.1;0.1;;;1.7245259;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1472;76-06-2;Chloropicrine;non autorisé;Nématicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1473;1897-45-6;Chlorothalonil;;Fongicides;;;1;44;850;1.759449332;T. T+. CMR;;21;0.81;inst;0.881599;0.905362928;Fongicide céréales, pois, légumes;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1474;101-21-3;Chlorprophame;;Herbicides;;;4;25;340;2.052904375;Autre;;37;110;TS;1.866675;1.847768629;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1479;;Dibromo-1,2 chloro-3 propane;;Nématicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1480;1918-00-9;Dicamba;;Herbicides;;;0.5;14;13;3.307790436;Autre;;6;250000;stable;0.275879;0.602107799;Herbicide EAJ en entretien pelouse et maïs;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1481;;Acide dichloroacétique;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1486;120-83-2;Dichlorophenol-2,4;;Métabolites;;;0.5;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1487;542-75-6;Dichloropropène-1,3;;Nématicides;;;1.6;9.3;33.7;2.394448284;T. T+. CMR;;;;;477.11503;356.4404214;Nématicide, traitement du sol utilisé en laitue, carotte, pomme de terre;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1488;35367-38-5;Diflubenzuron;;Insecticides;;;0.07;;;0.091408381;N Organique;;;;;0.124261;0.124431277;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1490;534-52-1;Dinitrocresol;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1491;88-85-7;Dinosèbe;non autorisé;Herbicides;;;;;;3.166900323;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1492;298-04-4;Disulfoton;non autorisé;Insecticides;;;;;;1.804818758;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1495;13194-48-4;Ethoprophos;;Insecticides;;;0.2;16;111;2.353665661;T. T+. CMR;;34;1400;stable;9.982794;9.994624206;Nématicides pommes de terre;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1498;106-93-4;Dibromoéthane-1,2;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1499;22224-92-6;Phénamiphos;non autorisé;Insecticides;;;;;;0.337944899;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1500;101-42-8;Fénuron;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1501;2164-17-2;Fluométuron;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1502;28434-01-7;Bioresméthrine;non autorisé;Insecticides;;;;;;0.308627531;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1503;76674-21-0;Flutriafol;;Fongicides;;;31;;;-1.476897952;Autre;;;;;0.122561;0.125;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1504;2540-82-1;Formothion;non autorisé;Insecticides;;;;;;3.06907954;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1506;1071-83-6;Glyphosate;;Herbicides;;28;28;32;21699;-0.506392237;N Organique;;1;10500;TS;2.16703;2.384675901;Désherbant systémique de post-levée, traitements généraux;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1510;2032-65-7;Mercaptodiméthur;;Insecticides;;;0.01;64;660;2.132116104;T. T+. CMR;;44;27;inst;0.99935;0.12;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1511;72-43-5;Méthoxychlore;non autorisé;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1515;3060-89-7;Métobromuron;non autorisé;Herbicides;;;13;30;277;2.300646238;Autre;;19;330;TS;0.750146;2;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1516;300-76-5;Naled;non autorisé;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1517;91-20-3;Naphtalène;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1518;90-15-3;Naphtol-1;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1519;15299-99-7;Napropamide;;Herbicides;;;5;45;600;2.019975643;Autre;;27;70;stable;1.575835;1.578796794;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1520;555-37-3;Néburon;non autorisé;Herbicides;;;;;;1.251791843;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1522;4685-14-7;Paraquat;;Herbicides;;;0.00023;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1523;52645-53-1;Perméthrine;;Insecticides;;;;;;-1.62324929;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1525;298-02-2;Phorate;non autorisé;Insecticides;;;;;;1.403291141;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1526;51276-47-2;Glufosinate;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1528;23103-98-2;Pirimicarbe;;Insecticides;;;0.09;66;290;2.797734398;T. T+. CMR;;26;3000;stable;0.175472;0.175471806;Insecticide légumes;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1529;55179-31-2;Bitertanol;non autorisé;Fongicides;;;;;;0.829140265;Autre;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1530;74-83-9;Bromure de méthyle;;Fongicides;;;;55;39;4.192421279;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1531;3766-60-7;Buturon;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1532;709-98-8;Propanil;non autorisé;Herbicides;;;0.2;;;0.420821875;N Organique;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1533;31218-83-4;Propétamphos;non autorisé;Insecticides;;;;;;1.927457802;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1534;122-42-9;Prophame;non autorisé;Herbicides;;;;;;2.091922471;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1535;114-26-1;Propoxur;non autorisé;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1538;82-68-8;Quintozène;non autorisé;Fongicides;;;;;;0.805764926;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1539;93-72-1;Silvex;non autorisé;Herbicides;;;;;;0.670515448;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1540;5598-13-0;Chlorpyriphos-méthyl;;Insecticides;;;0.1;;;0.158888192;N Organique;;57;2.74;stable;0.160196;0.161781535;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1542;34014-18-1;Tébuthiuron;non autorisé;Herbicides;;;;;;5.45628565;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1544;43121-43-3;Triadiméfone;non autorisé;Fongicides;;;;;;2.154832837;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1545;;Trichloroethanal;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1546;76-03-9;Acide trichloroacétique;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1548;95-95-4;Trichlorophenol-2,4,5;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1550;8065-48-3;Déméton;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1565;;Tricosane;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1584;92-52-4;Biphényle;non autorisé;Fongicides;;;3.3;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1585;626-43-7;3,5-dichloroaniline;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1586;95-76-1;Dichloroaniline-3,4;;Métabolites;;;0.01625;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1587;608-31-1;2,6-dichloroaniline;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1589;554-00-7;Dichloroaniline-2,4;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1590;608-27-5;2,3-dichloroaniline;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1634;1570-64-5;Chloro-4 Méthylphénol-2;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1636;59-50-7;Chloro-4 Méthylphénol-3;;Autres biocides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1640;95-48-7;Méthylphénol-2;;Fongicides;;;;;;;Autre;;;;;0.051441;0.051721785;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1641;105-67-9;Diméthylphénol-2,4;;Miticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1650;106-48-9;Chlorophénol-4;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1655;78-87-5;Dichloropropane-1,2;;Nématicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1657;24017-47-8;Triazophos;non autorisé;Nématicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1658;66841-25-6;Tralométhrine;non autorisé;Insecticides;;;;;;-0.742390687;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1659;5902-51-2;Terbacil;non autorisé;Herbicides;;;;;;5.052270372;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1660;112281-77-3;Tetraconazole;;Fongicides;;;0.57857;;;1.755665602;N Organique;;41;150;stable;0.121343;0.119985606;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1661;35256-85-0;Tébutame;non autorisé;Herbicides;;;;;;4.626856227;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1662;99105-77-8;Sulcotrione;;Herbicides;;;5.1;10;36;2.443697499;Autre;;22;1670;TS;0.268479;0.380259178;Désherbant maïs post levée, lin;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1663;88283-41-4;Pyrifenox;non autorisé;Fongicides;;;;;;1.835508476;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1664;32809-16-8;Procymidone;non autorisé;Fongicides;;;0.9806;224;378;3.343247078;Autre;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1665;14816-18-3;Phoxime;non autorisé;Insecticides;;;0.001;;;0.905515844;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1666;77732-09-3;Oxadixyl;non autorisé;Fongicides;;;;;;4.58208252;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1667;19666-30-9;Oxadiazon;;Herbicides;;0.09;0.09;;;1.275309364;N Organique;;53;1;inst;1.127129;0.494;Désherbant EAJ;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1668;19044-88-3;Oryzalin;;Herbicides;;;2.85;;;1.59608456;Autre;;50;2.6;stable;3.83049;2.348901819;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1669;27314-13-2;Norflurazone;non autorisé;Herbicides;;;;;;2.7165402;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1670;67129-08-2;Métazachlore;;Herbicides;;0.019;0.019;10;110;1.958607315;Autre;;15;630;inst;1.036586;0.983856032;désherbant colza, chou, navet;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1671;10265-92-6;Methamidophos;non autorisé;Insecticides;;;1.11;;;1.060492173;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1672;82558-50-7;Isoxaben;;Herbicides;;;0.6;105;354;2.93273908;Autre;;47;1.42;stable;0.209683;0.129114849;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1673;51235-04-2;Hexazinone;non autorisé;Herbicides;;;;105;54;4.583261467;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1674;944-22-9;Fonofos;non autorisé;Insecticides;;;;;;1.698953777;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1675;61213-25-0;Flurochloridone;;Herbicides;;;0.21;;;1.69204983;Autre;;44;35.1;inst;0.521164;0.52479466;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1676;101463-69-8;Flufenoxuron;;Insecticides;;;;;;0.82564677;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1677;131-72-6;Meptyldinocap;;Fongicides;;;0.041;;;-0.751691557;N Organique;;;;;0.21;0.21;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1678;87674-68-8;Diméthénamide;non autorisé;Herbicides;;;0.2;12;108;2.122292202;Autre;;;;;;;désherbant maïs prélevée;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1679;1194-65-6;Dichlobenil;non autorisé;Herbicides;;;;93;527;2.516094009;N Organique;;;;;6.698225;6.698224555;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1680;94361-06-5;Cyproconazole;;Fongicides;;;0.6;48;442;2.27737194;N Organique;;20;93;TS;0.088401;0.093857244;Fongicide céréales;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1681;68359-37-5;Cyfluthrine;;Insecticides;;;0.01;;;-1.227279629;T. T+. CMR;;;;;0.011114;0.010841827;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1681;68359-37-5;Cyfluthrine;;Insecticides;;;0.01;;;-1.227279629;T. T+. CMR;;;;;0.022402;0.022536604;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1682;56-72-4;Coumaphos;non autorisé;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1683;1982-47-4;Chloroxuron;non autorisé;Herbicides;;;;;;0.977540235;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1684;3691-35-8;Chlorophacinone;non autorisé;Rodenticides;;;;;;-1.368728145;Autre;;50;3.2;stable;1.396572;1.390002622;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1685;18181-80-1;Bromopropylate;non autorisé;Insecticides;;;;;;0.354240302;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1686;314-40-9;Bromacil;non autorisé;Herbicides;;;;;;4.036949205;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1687;71626-11-4;Benalaxyl;;Fongicides;;;3;;;0.521803494;N Organique;;36;28.6;TS;0.199;0.199008817;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1688;74070-46-5;Aclonifène;;Herbicides;;;0.12;80;7126;0.28004765;N Organique;;19;1.4;TS;1.956904;1.788593732;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1694;107534-96-3;Tébuconazole;;Fongicides;;;1;31;1022;1.47726699;N Organique;;15;36;stable;0.22592;0.227970993;fongicide céréales;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1695;100728-84-5;Imazaméthabenz;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1696;2163-69-1;Cycluron;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1697;584-79-2;Depalléthrine;non autorisé;Insecticides;;;;32;4;5.11440933;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1698;644-64-4;Dimétilan;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1699;2764-72-9;Diquat;;Herbicides;;;;;;;;;;;;;;Défanage de la pomme de terre;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1700;67306-00-7;Fenpropidine;;Fongicides;;;0.33;;;0.708704389;Autre;;15;530;TS;0.619291;0.488855232;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1701;51630-58-1;Fenvalérate;non autorisé;Insecticides;;;;;;0.445280124;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1702;50-00-0;Methanal;;Autres biocides;;;10.2;6;2;2.878358134;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1703;22259-30-9;Formétanate;non autorisé;Insecticides;;;27.6;;;1.282583213;T. T+. CMR;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1704;35554-44-0;Imazalil;;Fongicides;;;0.016;;;0.203508166;N Organique;;46;180;TS;0.375;0.375;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1705;12427-38-2;Manèbe;non autorisé;Fongicides;;;2.44;;;0.745992298;Autre;;;;;5.948252378;5.948252378;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1706;57837-19-1;Métalaxyl;non autorisé;Fongicides;;;;;;2.070022779;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1707;2212-67-1;Molinate;non autorisé;Herbicides;;;;;;1.857536834;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1708;1918.02.1;Piclorame;;Herbicides;;;5.5;;;4.710551996;N Organique;;;;;0.01964;0.019228378;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1709;51-03-6;Piperonyl butoxyde;;Insecticides;;;;;;-1.058245675;Autre;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1710;2631-37-0;Promécarbe;non autorisé;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1711;1610-18-0;Prométone;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1712;1918-16-7;Propachlore;non autorisé;Herbicides;;;;;;1.465677201;N Organique;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1713;148-79-8;Thiabendazole;;Fongicides;;;1.2;;;0.384037358;N Organique;;46;30;inst;0.592305;0.6;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1714;25366-23-8;Thiazafluron;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1715;39196-18-4;Thiofanox;non autorisé;Insecticides;;;;;;1.667435898;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1716;640-15-3;Code gelé en 2003 (Dithiométon);;Insecticides;;;;;;0.372470867;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1717;23564-05-8;Thiophanate-méthyl;non autorisé;Fongicides;;;10.7;;;1.177086215;N Organique;;34;20;stable;0.798053;0.754845615;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1718;137-26-8;Thirame;non autorisé;Fongicides;;;2.4;;;0.019310023;N Organique;;38;16.5;inst;2.016184;2.016234228;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1719;731-27-1;Tolylfluanide;non autorisé;Fongicides;;;;;;0.511694613;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1720;327-98-0;Trichloronat;non autorisé;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1721;12122-67-7;Zinèbe;non autorisé;Fongicides;;;;;;1.301029996;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1722;137-30-4;Zirame;non autorisé;Fongicides;;;1;;;0.540040172;T. T+. CMR;;60;0.967;inst;1.9;1.9;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1742;1031-07-8;Endosulfan sulfate;;Métabolites;;;0.005;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1743;115-29-7;Endosulfan;non autorisé;Insecticides;0.01;0.005;0.005;;;-0.117419878;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1744;133855-98-8;Epoxiconazole;;Fongicides;;;0.18;;;;N Organique;;37;7.1;TS;0.116892;0.107765941;fongicide céréales;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1745;64-17-5;Ethanol;;Bactéricides;;;;;;;Autre;;;;;0.061415;0.027391909;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
1748;1024-57-3;Heptachlore époxyde exo cis;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
